-4.018137830698416124e-01 -5.142154197880818151e-02
-2.633941253287502490e-02 -1.121626967095202265e-01
1.038603199073801830e+00 1.317105911990174238e+00
5.432923797172704017e-01 1.781470663939517252e-01
4.997582022846982497e-01 -3.968269478560381147e-01
-4.259670372252578607e-01 1.362641887089480974e+00
-6.178376199846393746e-01 4.617780039595241748e-01
6.743911636125154985e-01 -2.233565466325125648e+00
1.860799026642681930e+00 -1.356250033092018636e+00
-9.328668338087120482e-02 4.303023408437441910e-01
3.221225734277295416e-01 2.482014656759894855e+00
2.755375133276956490e+00 4.352311912764751378e-01
5.011726096559209198e-01 -2.425134112635466188e+00
-3.445697021004160199e+00 -5.337380788170986712e-01
-3.041988902074067358e+00 3.198531422895812604e+00
3.361527531312892947e+00 3.099401138628951724e+00
5.790377833024594523e+00 -2.941611550056122404e-01
3.335127899947500363e-01 -4.902554318111629783e+00
-5.860382906327417984e+00 -2.751444547243437455e+00
-3.388898631664054584e+00 9.746016065390095129e-01
3.936795799865064893e+00 2.741599942686359537e+00
6.964226030197431250e+00 1.653232565390522435e+00
2.468391911111518677e+00 -1.424121691980238857e+00
-5.226985939188280916e+00 -1.488067470886209165e+00
-6.036686471367215034e+00 1.240703199762584585e+00
9.626223301096192841e-01 1.611445131743861836e+00
7.813725003888473353e+00 -4.183449975014966737e-01
4.306213322220533435e+00 -1.948293222570362415e+00
-4.064159800456598859e+00 -1.545849118563305868e+00
-3.847058578755997882e+00 -9.492682946180788228e-01
-2.036501448199934394e-02 -7.612548112084528418e-01
1.837204412158951028e+00 8.039238769439110976e-02
2.250864915043472969e+00 4.797426365750983024e-01
3.647451236552456955e-01 -7.578657473473375816e-01
-9.172480817361796657e-01 -2.451098927346098133e+00
-7.742657720233676599e-01 -2.277061020282342696e+00
-9.720464717531841770e-02 1.598548553888096802e+00
1.083242836094911787e+00 3.745411942352144585e+00
2.054163933336294434e+00 2.839678175644765878e-01
4.167708752515097981e-03 -3.748339222815503025e+00
-1.805085448395578052e+00 -1.601464132356330783e+00
-1.302821409049873980e+00 1.589968597635325720e+00
1.164906749646116735e+00 2.814721401429423953e+00
4.362941766924439690e+00 5.420572467648967496e-01
2.571558417999310731e+00 -2.248105398530739318e+00
-3.532847107692006716e+00 -1.788587713582420635e+00
-3.261292170674003899e+00 5.115089259770242425e-01
5.039721035343978084e-01 1.837433608358252535e+00
2.501408599109771203e+00 -7.925179216479119049e-01
