8.933801317928672381e-01 -3.959280715189808508e-01
-1.302731809197941404e+00 -8.604085121625463239e-01
-2.627859880196926845e+00 7.439596952009905895e-01
5.621280309217021598e-01 6.950909071241576642e-01
3.651445724547315308e+00 -9.777290010924465091e-02
1.223529073288884161e+00 -1.385393516381795864e+00
-4.126967528877479197e+00 6.275764207202483291e-02
-2.267181786086063688e+00 2.286607045881792644e+00
1.077533362354584634e+00 4.911962591722024429e-01
2.312812314945063452e+00 -1.646651290217442165e+00
1.146668399225985180e+00 -1.193773796866328896e+00
-2.129681422828725523e+00 -4.629733016460135797e-02
-2.813385429123362869e+00 4.054124022507805236e+00
7.588624863111873564e-01 4.799337132515285376e+00
4.064670909600754278e+00 -1.833541999947150281e+00
5.493328001689622431e-01 -4.471390306997831132e+00
-4.419598012558023648e+00 -1.395587129539005211e+00
-2.773326058688998952e+00 2.542520339310182731e+00
4.167719161524804150e+00 3.258216999518880552e+00
4.833112152506068071e+00 1.106355933056526242e+00
-9.148957711732080833e-01 -1.830288164948911556e+00
-5.947924321432065398e+00 -1.941345780764289319e+00
-2.782121594867970504e+00 7.341053190482715873e-01
9.460935207182372686e-01 1.240851615142101405e+00
3.915705282147414312e+00 -8.058454853005880825e-01
2.520888415471646216e+00 -1.052395925642832797e+00
-2.395016801254824301e+00 -1.777342970692191493e+00
-3.612099265158972283e+00 -3.532901840317920428e+00
-1.735012958543950434e+00 -3.230336463854004414e-01
1.859207884812486222e+00 2.553361378435300644e+00
3.780612390471751461e+00 2.380205579220551648e+00
-2.714207109720789823e-02 -1.484632421342102493e+00
-2.508483563194965349e+00 -2.786950289679118509e+00
-2.862637812715973062e+00 -1.825362320758207035e+00
1.982126895883611795e+00 6.233382465027732522e-01
1.789489743086273288e+00 8.023577633926617381e-01
6.199254104292781786e-01 -6.365008742086200044e-01
-9.230617175451911738e-01 5.864008864427623369e-01
1.020881332915596129e+00 1.850768557932187530e+00
2.900219856236654792e+00 1.709784473654968107e+00
1.107293108283081473e+00 -1.440947164989204499e+00
-2.396915164215715155e+00 -2.773626194810624224e+00
-4.993688730063736259e+00 -1.030481504320131858e+00
1.268785020258361929e+00 -1.082599212495980456e-01
4.547663409120079159e+00 -1.079768543844638273e+00
2.681947759203520576e+00 -1.830111633677830252e+00
-1.767733575018891168e+00 8.456517035677569849e-01
-3.162046153786974845e+00 1.538832665888435924e+00
-4.337786748270439086e-01 -1.230326239949990352e+00
3.535739567069245304e+00 -2.927980687416091854e+00
1.886255221770354318e+00 3.959872847571679344e-01
-1.510122021093802669e+00 1.807099065348319433e+00
-1.249644028804905105e+00 4.118890687074066581e-01
1.826666662402327557e-01 -1.315550814475846542e+00
-1.190458141819421556e+00 -6.458617549274981995e-01
-1.756076955068560874e+00 1.947140363541869368e-01
3.011256851743238649e-01 -1.195427999740997782e-01
1.837345296719606003e+00 -1.581516377948348762e-01
1.407042054599769054e+00 1.326761303823973615e+00
1.177525186656391276e-01 -7.362596104330848545e-01
-2.293839336936621898e+00 -5.204653507854195560e-02
-1.828828469574073079e-01 2.326069543584025734e+00
